article_id,index,source,age,gender,llm_assessment,llm_confidence,llm_model,llm_error
224,1130,FOX,64,Female,is-not-biased,80,llama4:scout,
2,1382,BBC,21,Male,is-not-biased,80,llama4:scout,
43,1508,BBC,50,Female,is-not-biased,80,llama4:scout,
238,1949,FOX,27,Male,is-not-biased,100,llama4:scout,
50,2138,BBC,60,Female,is-biased,80,llama4:scout,
245,438,FOX,35,Male,is-biased,80,llama4:scout,
123,1131,CNN,61,Male,is-not-biased,80,llama4:scout,
103,816,BBC,25,Female,is-not-biased,90,llama4:scout,
169,1383,CNN,42,Male,is-biased,70,llama4:scout,
129,1509,CNN,41,Female,is-not-biased,80,llama4:scout,
193,2139,FOX,51,Male,is-not-biased,80,llama4:scout,
58,1950,BBC,64,Female,is-not-biased,80,llama4:scout,
101,439,BBC,26,Male,is-not-biased,80,llama4:scout,
251,1132,FOX,52,Male,is-not-biased,80,llama4:scout,
37,1384,BBC,30,Female,is-not-biased,80,llama4:scout,
3,817,BBC,48,Female,is-not-biased,90,llama4:scout,
54,1951,BBC,34,Male,is-not-biased,80,llama4:scout,
268,2140,FOX,32,Male,is-biased,80,llama4:scout,
145,440,CNN,25,Female,is-biased,80,llama4:scout,
132,1510,CNN,31,Male,is-biased,70,llama4:scout,
101,818,BBC,43,Male,is-not-biased,80,llama4:scout,
230,1385,FOX,35,Female,is-not-biased,80,llama4:scout,
86,1133,BBC,50,Male,is-not-biased,90,llama4:scout,
258,1511,FOX,30,Male,is-not-biased,80,llama4:scout,
193,1952,FOX,40,Male,is-not-biased,80,llama4:scout,
111,2141,CNN,28,Female,is-biased,80,llama4:scout,
253,441,FOX,30,Male,is-not-biased,80,llama4:scout,
112,819,CNN,33,Male,is-biased,70,llama4:scout,
175,1134,FOX,50,Male,is-not-biased,80,llama4:scout,
184,1386,FOX,26,Female,is-not-biased,80,llama4:scout,
130,1512,CNN,56,Female,is-not-biased,80,llama4:scout,
192,1953,FOX,36,Female,is-not-biased,80,llama4:scout,
193,2142,FOX,37,Male,is-not-biased,80,llama4:scout,
130,442,CNN,30,Male,is-not-biased,80,llama4:scout,
260,1135,FOX,70,Female,is-not-biased,80,llama4:scout,
95,1387,BBC,32,Male,is-not-biased,80,llama4:scout,
150,820,CNN,31,Female,is-biased,80,llama4:scout,
182,1513,FOX,25,Female,is-not-biased,80,llama4:scout,
113,1954,CNN,29,Male,is-biased,70,llama4:scout,
83,443,BBC,55,Female,is-biased,80,llama4:scout,
152,821,CNN,27,Male,is-biased,80,llama4:scout,
51,2143,BBC,25,Male,is-biased,70,llama4:scout,
224,1136,FOX,35,Female,is-not-biased,80,llama4:scout,
230,1388,FOX,70,Male,is-not-biased,100,llama4:scout,
74,1514,BBC,31,Female,is-not-biased,80,llama4:scout,
19,1955,BBC,75,Female,is-not-biased,90,llama4:scout,
211,2144,FOX,49,Male,is-biased,70,llama4:scout,
220,444,FOX,27,Male,is-not-biased,80,llama4:scout,
265,822,FOX,41,Female,is-biased,80,llama4:scout,
174,1389,FOX,35,Male,is-not-biased,80,llama4:scout,
110,1137,CNN,50,Female,is-biased,70,llama4:scout,
132,1515,CNN,26,Female,is-biased,60,llama4:scout,
274,445,FOX,32,Male,is-biased,80,llama4:scout,
28,2145,BBC,48,Female,is-not-biased,80,llama4:scout,
112,1956,CNN,30,Male,is-biased,70,llama4:scout,
191,1138,FOX,23,Female,is-biased,70,llama4:scout,
159,823,CNN,30,Male,is-not-biased,80,llama4:scout,
278,1390,FOX,45,Female,is-biased,70,llama4:scout,
133,1516,CNN,40,Male,is-biased,70,llama4:scout,
187,446,FOX,32,Female,is-not-biased,90,llama4:scout,
115,2146,CNN,31,Male,is-not-biased,80,llama4:scout,
184,824,FOX,25,Female,is-not-biased,80,llama4:scout,
51,1957,BBC,35,Male,is-biased,70,llama4:scout,
162,1391,CNN,70,Female,is-not-biased,80,llama4:scout,
236,1517,FOX,31,Male,is-not-biased,90,llama4:scout,
113,1139,CNN,40,Female,is-biased,70,llama4:scout,
28,2147,BBC,38,Male,is-not-biased,80,llama4:scout,
139,447,CNN,56,Female,is-biased,70,llama4:scout,
276,1958,FOX,65,Female,is-not-biased,80,llama4:scout,
100,825,BBC,59,Female,is-not-biased,80,llama4:scout,
157,1140,CNN,25,Male,is-biased,60,llama4:scout,
121,1392,CNN,45,Male,is-not-biased,80,llama4:scout,
208,1518,FOX,48,Male,is-not-biased,80,llama4:scout,
45,1959,BBC,69,Male,is-not-biased,80,llama4:scout,
201,448,FOX,38,Female,is-not-biased,80,llama4:scout,
114,2148,CNN,41,Male,is-not-biased,90,llama4:scout,
7,826,BBC,26,Male,is-biased,60,llama4:scout,
58,1141,BBC,54,Female,is-not-biased,80,llama4:scout,
136,1519,CNN,25,Female,is-not-biased,80,llama4:scout,
110,1960,CNN,63,Female,is-biased,70,llama4:scout,
67,1393,BBC,57,Male,is-not-biased,80,llama4:scout,
192,2149,FOX,30,Female,is-not-biased,80,llama4:scout,
145,827,CNN,41,Female,is-biased,80,llama4:scout,
239,449,FOX,41,Male,is-not-biased,80,llama4:scout,
154,1142,CNN,34,Male,is-not-biased,90,llama4:scout,
89,1394,BBC,26,Female,is-not-biased,80,llama4:scout,
113,2150,CNN,38,Female,is-biased,70,llama4:scout,
14,1520,BBC,44,Male,is-biased,60,llama4:scout,
267,450,FOX,55,Male,is-not-biased,100,llama4:scout,
113,1961,CNN,31,Female,is-biased,70,llama4:scout,
191,828,FOX,42,Female,is-biased,70,llama4:scout,
258,1143,FOX,28,Female,is-not-biased,90,llama4:scout,
131,1395,CNN,25,Male,is-biased,80,llama4:scout,
136,1521,CNN,29,Female,is-not-biased,80,llama4:scout,
211,1962,FOX,35,Female,is-biased,70,llama4:scout,
101,451,BBC,38,Male,is-not-biased,80,llama4:scout,
114,2151,CNN,31,Male,is-not-biased,90,llama4:scout,
76,829,BBC,35,Male,is-not-biased,90,llama4:scout,
187,1144,FOX,22,Female,is-not-biased,90,llama4:scout,
2,1396,BBC,30,Male,is-not-biased,80,llama4:scout,
129,1522,CNN,68,Male,is-not-biased,80,llama4:scout,
59,1963,BBC,44,Male,is-not-biased,80,llama4:scout,
205,2152,FOX,32,Male,is-not-biased,80,llama4:scout,
167,452,CNN,24,Female,is-not-biased,80,llama4:scout,
254,830,FOX,32,Female,is-not-biased,80,llama4:scout,
24,1145,BBC,31,Female,is-not-biased,100,llama4:scout,
41,1397,BBC,24,Male,is-not-biased,80,llama4:scout,
115,1964,CNN,62,Male,is-not-biased,90,llama4:scout,
133,1523,CNN,45,Male,is-biased,70,llama4:scout,
110,2153,CNN,62,Male,is-biased,70,llama4:scout,
56,453,BBC,32,Male,is-not-biased,100,llama4:scout,
90,831,BBC,52,Female,is-biased,80,llama4:scout,
251,1146,FOX,37,Male,is-not-biased,80,llama4:scout,
211,1398,FOX,34,Male,is-biased,70,llama4:scout,
115,2154,CNN,35,Female,is-not-biased,90,llama4:scout,
112,1965,CNN,35,Female,is-biased,70,llama4:scout,
54,454,BBC,25,Female,is-not-biased,80,llama4:scout,
132,1524,CNN,31,Female,is-biased,60,llama4:scout,
105,832,BBC,28,Male,is-not-biased,80,llama4:scout,
242,1147,FOX,49,Male,is-not-biased,80,llama4:scout,
239,1399,FOX,60,Female,is-not-biased,80,llama4:scout,
130,1525,CNN,22,Male,is-not-biased,80,llama4:scout,
27,1966,BBC,67,Male,is-not-biased,80,llama4:scout,
114,2155,CNN,54,Male,is-not-biased,90,llama4:scout,
277,455,FOX,26,Male,is-not-biased,90,llama4:scout,
286,833,FOX,39,Female,is-not-biased,80,llama4:scout,
267,1148,FOX,52,Male,is-not-biased,100,llama4:scout,
125,1400,CNN,24,Male,is-biased,70,llama4:scout,
80,1526,BBC,25,Female,is-not-biased,80,llama4:scout,
211,2156,FOX,25,Male,is-biased,70,llama4:scout,
78,456,BBC,45,Male,is-not-biased,80,llama4:scout,
180,834,FOX,27,Male,is-not-biased,80,llama4:scout,
13,1967,BBC,20,Female,is-not-biased,80,llama4:scout,
194,1401,FOX,22,Female,is-not-biased,80,llama4:scout,
111,1968,CNN,25,Male,is-biased,80,llama4:scout,
137,1527,CNN,50,Female,is-not-biased,80,llama4:scout,
120,1149,CNN,39,Male,is-biased,80,llama4:scout,
2,1402,BBC,26,Male,is-not-biased,80,llama4:scout,
133,1528,CNN,32,Male,is-biased,70,llama4:scout,
51,2157,BBC,47,Male,is-biased,70,llama4:scout,
9,1025,BBC,28,Female,is-not-biased,80,llama4:scout,
151,1024,CNN,48,Female,is-not-biased,90,llama4:scout,
157,1403,CNN,54,Female,is-biased,60,llama4:scout,
281,1026,FOX,37,Male,is-not-biased,90,llama4:scout,
97,1404,BBC,51,Male,is-not-biased,80,llama4:scout,
262,1530,FOX,51,Male,is-not-biased,80,llama4:scout,
14,1529,BBC,44,Male,is-biased,60,llama4:scout,
76,93,BBC,45,Male,is-not-biased,90,llama4:scout,
161,1027,CNN,35,Female,is-not-biased,80,llama4:scout,
157,1405,CNN,64,Female,is-biased,60,llama4:scout,
89,87,BBC,48,Female,is-not-biased,80,llama4:scout,
236,1531,FOX,30,Female,is-not-biased,90,llama4:scout,
86,1028,BBC,22,Female,is-not-biased,90,llama4:scout,
237,1406,FOX,64,Female,is-not-biased,80,llama4:scout,
201,89,FOX,22,Female,is-not-biased,80,llama4:scout,
77,1029,BBC,31,Male,is-not-biased,100,llama4:scout,
133,1532,CNN,25,Female,is-biased,70,llama4:scout,
169,1407,CNN,47,Male,is-biased,70,llama4:scout,
97,70,BBC,66,Female,is-not-biased,90,llama4:scout,
237,1030,FOX,41,Female,is-not-biased,80,llama4:scout,
129,1533,CNN,51,Female,is-not-biased,80,llama4:scout,
101,1408,BBC,25,Male,is-not-biased,80,llama4:scout,
205,1031,FOX,44,Male,is-not-biased,80,llama4:scout,
208,1534,FOX,25,Male,is-not-biased,80,llama4:scout,
190,91,FOX,48,Female,is-biased,70,llama4:scout,
193,1409,FOX,22,Male,is-not-biased,80,llama4:scout,
129,1535,CNN,55,Male,is-not-biased,80,llama4:scout,
99,96,BBC,53,Female,is-not-biased,100,llama4:scout,
275,1032,FOX,29,Male,is-biased,80,llama4:scout,
262,1410,FOX,32,Male,is-not-biased,80,llama4:scout,
162,1033,CNN,34,Male,is-not-biased,80,llama4:scout,
129,1536,CNN,28,Female,is-not-biased,80,llama4:scout,
29,1411,BBC,38,Female,is-not-biased,80,llama4:scout,
134,1537,CNN,31,Male,is-biased,60,llama4:scout,
145,1034,CNN,33,Male,is-biased,80,llama4:scout,
105,72,BBC,32,Male,is-not-biased,80,llama4:scout,
95,1412,BBC,45,Female,is-not-biased,80,llama4:scout,
249,1538,FOX,25,Male,is-not-biased,90,llama4:scout,
105,73,BBC,30,Male,is-not-biased,80,llama4:scout,
141,1413,CNN,44,Male,is-not-biased,80,llama4:scout,
129,1539,CNN,36,Female,is-not-biased,80,llama4:scout,
118,79,CNN,37,Female,is-not-biased,80,llama4:scout,
101,1036,BBC,34,Male,is-not-biased,80,llama4:scout,
132,1035,CNN,32,Female,is-biased,60,llama4:scout,
121,1414,CNN,35,Male,is-not-biased,80,llama4:scout,
267,1540,FOX,59,Male,is-not-biased,100,llama4:scout,
121,80,CNN,24,Male,is-not-biased,80,llama4:scout,
159,1037,CNN,25,Male,is-not-biased,80,llama4:scout,
95,1415,BBC,31,Female,is-not-biased,80,llama4:scout,
140,78,CNN,47,Male,is-biased,60,llama4:scout,
131,1541,CNN,54,Male,is-biased,80,llama4:scout,
244,1038,FOX,61,Female,is-not-biased,80,llama4:scout,
248,1542,FOX,48,Female,is-biased,70,llama4:scout,
119,1039,CNN,30,Male,is-not-biased,80,llama4:scout,
152,1416,CNN,34,Female,is-biased,80,llama4:scout,
168,77,CNN,29,Female,is-biased,70,llama4:scout,
286,1417,FOX,38,Female,is-not-biased,90,llama4:scout,
24,1543,BBC,28,Female,is-not-biased,90,llama4:scout,
225,81,FOX,54,Male,is-not-biased,90,llama4:scout,
79,1040,BBC,30,Male,is-not-biased,100,llama4:scout,
76,1418,BBC,60,Male,is-not-biased,90,llama4:scout,
246,1544,FOX,50,Female,is-not-biased,80,llama4:scout,
25,74,BBC,39,Male,is-not-biased,80,llama4:scout,
115,1041,CNN,31,Male,is-not-biased,90,llama4:scout,
59,1419,BBC,29,Male,is-not-biased,80,llama4:scout,
13,109,BBC,51,Male,is-not-biased,80,llama4:scout,
267,1545,FOX,28,Female,is-not-biased,100,llama4:scout,
157,75,CNN,29,Female,is-biased,60,llama4:scout,
22,1042,BBC,31,Male,is-not-biased,80,llama4:scout,
75,1420,BBC,31,Female,is-not-biased,90,llama4:scout,
71,1546,BBC,46,Male,is-biased,70,llama4:scout,
204,92,FOX,41,Male,is-biased,80,llama4:scout,
157,1043,CNN,31,Male,is-biased,60,llama4:scout,
133,1547,CNN,40,Female,is-biased,70,llama4:scout,
132,1421,CNN,34,Male,is-biased,70,llama4:scout,
123,51,CNN,29,Male,is-not-biased,80,llama4:scout,
7,110,BBC,34,Male,is-biased,60,llama4:scout,
180,1044,FOX,50,Male,is-not-biased,80,llama4:scout,
195,1422,FOX,47,Female,is-not-biased,80,llama4:scout,
131,1548,CNN,35,Male,is-biased,80,llama4:scout,
52,76,BBC,33,Male,is-not-biased,80,llama4:scout,
230,1423,FOX,25,Female,is-not-biased,100,llama4:scout,
130,52,CNN,38,Male,is-not-biased,80,llama4:scout,
131,1549,CNN,36,Male,is-biased,80,llama4:scout,
122,1045,CNN,51,Female,is-biased,70,llama4:scout,
69,107,BBC,32,Female,is-not-biased,80,llama4:scout,
281,1424,FOX,50,Male,is-not-biased,90,llama4:scout,
258,1046,FOX,36,Female,is-not-biased,80,llama4:scout,
130,1550,CNN,25,Male,is-not-biased,80,llama4:scout,
128,108,CNN,36,Male,is-not-biased,80,llama4:scout,
104,1425,BBC,30,Male,is-biased,70,llama4:scout,
143,1047,CNN,27,Male,is-biased,70,llama4:scout,
236,1551,FOX,37,Female,is-not-biased,90,llama4:scout,
265,1048,FOX,32,Male,is-biased,80,llama4:scout,
164,1426,CNN,43,Male,is-not-biased,80,llama4:scout,
177,56,FOX,30,Male,is-biased,70,llama4:scout,
36,1552,BBC,28,Male,is-not-biased,90,llama4:scout,
277,58,FOX,32,Male,is-not-biased,90,llama4:scout,
223,1427,FOX,64,Female,is-not-biased,80,llama4:scout,
77,1553,BBC,25,Female,is-not-biased,100,llama4:scout,
267,61,FOX,28,Male,is-not-biased,100,llama4:scout,
204,1050,FOX,30,Male,is-biased,80,llama4:scout,
148,1428,CNN,41,Male,is-not-biased,100,llama4:scout,
151,1049,CNN,26,Female,is-not-biased,90,llama4:scout,
208,1554,FOX,40,Male,is-not-biased,80,llama4:scout,
155,1429,CNN,32,Male,is-not-biased,100,llama4:scout,
153,1051,CNN,21,Female,is-not-biased,80,llama4:scout,
80,1555,BBC,30,Female,is-not-biased,80,llama4:scout,
277,1052,FOX,35,Female,is-not-biased,90,llama4:scout,
221,99,FOX,44,Male,is-not-biased,80,llama4:scout,
136,1556,CNN,51,Male,is-not-biased,80,llama4:scout,
133,1430,CNN,30,Female,is-biased,70,llama4:scout,
92,1053,BBC,23,Female,is-not-biased,80,llama4:scout,
130,1557,CNN,27,Male,is-not-biased,80,llama4:scout,
121,1431,CNN,48,Male,is-not-biased,80,llama4:scout,
2,104,BBC,47,Male,is-not-biased,80,llama4:scout,
187,106,FOX,25,Female,is-not-biased,90,llama4:scout,
129,1432,CNN,32,Male,is-not-biased,80,llama4:scout,
22,1054,BBC,50,Female,is-not-biased,90,llama4:scout,
11,1558,BBC,33,Female,is-not-biased,90,llama4:scout,
129,141,CNN,68,Male,is-not-biased,80,llama4:scout,
132,54,CNN,32,Male,is-biased,70,llama4:scout,
142,1055,CNN,34,Female,is-biased,70,llama4:scout,
114,1433,CNN,37,Female,is-not-biased,90,llama4:scout,
229,1559,FOX,28,Male,is-not-biased,80,llama4:scout,
160,111,CNN,45,Male,is-not-biased,80,llama4:scout,
208,1056,FOX,27,Female,is-not-biased,80,llama4:scout,
182,1560,FOX,29,Male,is-not-biased,80,llama4:scout,
167,66,CNN,27,Female,is-not-biased,80,llama4:scout,
112,1434,CNN,25,Male,is-biased,70,llama4:scout,
59,105,BBC,32,Female,is-not-biased,80,llama4:scout,
262,1057,FOX,23,Female,is-not-biased,80,llama4:scout,
109,1435,BBC,47,Male,is-not-biased,80,llama4:scout,
236,1561,FOX,37,Male,is-not-biased,90,llama4:scout,
123,103,CNN,30,Male,is-not-biased,80,llama4:scout,
121,140,CNN,28,Male,is-not-biased,80,llama4:scout,
59,1058,BBC,32,Male,is-not-biased,80,llama4:scout,
159,1436,CNN,36,Male,is-not-biased,80,llama4:scout,
130,1562,CNN,41,Female,is-not-biased,80,llama4:scout,
239,53,FOX,54,Female,is-not-biased,80,llama4:scout,
92,112,BBC,25,Male,is-not-biased,80,llama4:scout,
110,1059,CNN,30,Male,is-biased,70,llama4:scout,
94,1437,BBC,48,Male,is-not-biased,80,llama4:scout,
136,1563,CNN,44,Female,is-not-biased,80,llama4:scout,
208,113,FOX,25,Female,is-not-biased,80,llama4:scout,
157,102,CNN,59,Male,is-biased,60,llama4:scout,
210,1060,FOX,69,Female,is-not-biased,80,llama4:scout,
204,1438,FOX,30,Male,is-biased,80,llama4:scout,
65,1564,BBC,51,Male,is-biased,70,llama4:scout,
106,101,BBC,30,Female,is-not-biased,80,llama4:scout,
130,114,CNN,52,Female,is-not-biased,80,llama4:scout,
147,1061,CNN,42,Male,is-not-biased,80,llama4:scout,
237,1565,FOX,36,Male,is-not-biased,80,llama4:scout,
161,1439,CNN,26,Female,is-not-biased,80,llama4:scout,
136,100,CNN,44,Male,is-not-biased,80,llama4:scout,
237,1062,FOX,58,Male,is-not-biased,80,llama4:scout,
173,1440,FOX,22,Male,is-not-biased,80,llama4:scout,
116,115,CNN,40,Male,is-biased,70,llama4:scout,
267,1566,FOX,33,Male,is-not-biased,100,llama4:scout,
69,116,BBC,30,Female,is-not-biased,80,llama4:scout,
152,1063,CNN,67,Female,is-biased,80,llama4:scout,
168,88,CNN,30,Male,is-biased,70,llama4:scout,
282,1441,FOX,31,Female,is-not-biased,80,llama4:scout,
208,1567,FOX,51,Male,is-not-biased,80,llama4:scout,
60,117,BBC,51,Female,is-not-biased,80,llama4:scout,
22,1064,BBC,28,Male,is-not-biased,80,llama4:scout,
43,64,BBC,54,Female,is-not-biased,80,llama4:scout,
268,1442,FOX,38,Female,is-biased,80,llama4:scout,
134,1568,CNN,42,Male,is-biased,60,llama4:scout,
181,118,FOX,50,Male,is-not-biased,80,llama4:scout,
22,69,BBC,29,Male,is-not-biased,80,llama4:scout,
40,1065,BBC,41,Female,is-biased,60,llama4:scout,
186,1443,FOX,31,Male,is-not-biased,90,llama4:scout,
235,1569,FOX,37,Female,is-not-biased,80,llama4:scout,
29,85,BBC,22,Female,is-biased,80,llama4:scout,
163,119,CNN,25,Female,is-not-biased,80,llama4:scout,
60,1066,BBC,62,Female,is-not-biased,80,llama4:scout,
130,1570,CNN,37,Male,is-not-biased,80,llama4:scout,
157,1444,CNN,47,Male,is-biased,60,llama4:scout,
203,86,FOX,32,Male,is-not-biased,100,llama4:scout,
101,1445,BBC,40,Male,is-not-biased,80,llama4:scout,
229,1067,FOX,56,Female,is-not-biased,80,llama4:scout,
95,120,BBC,34,Female,is-not-biased,80,llama4:scout,
130,1571,CNN,30,Female,is-not-biased,80,llama4:scout,
159,98,CNN,25,Male,is-not-biased,80,llama4:scout,
235,121,FOX,28,Male,is-not-biased,80,llama4:scout,
230,1068,FOX,47,Female,is-not-biased,100,llama4:scout,
208,1572,FOX,25,Female,is-not-biased,80,llama4:scout,
109,1446,BBC,49,Male,is-not-biased,80,llama4:scout,
156,122,CNN,27,Male,is-not-biased,80,llama4:scout,
86,1069,BBC,24,Male,is-not-biased,90,llama4:scout,
98,1447,BBC,30,Male,is-not-biased,80,llama4:scout,
177,97,FOX,37,Male,is-biased,70,llama4:scout,
136,1573,CNN,55,Female,is-not-biased,80,llama4:scout,
105,67,BBC,27,Female,is-not-biased,80,llama4:scout,
7,123,BBC,34,Female,is-biased,60,llama4:scout,
210,1070,FOX,39,Male,is-not-biased,80,llama4:scout,
208,94,FOX,29,Female,is-not-biased,80,llama4:scout,
277,124,FOX,49,Female,is-not-biased,90,llama4:scout,
133,1574,CNN,26,Female,is-biased,70,llama4:scout,
122,1448,CNN,57,Male,is-biased,70,llama4:scout,
40,1071,BBC,59,Male,is-biased,60,llama4:scout,
229,95,FOX,44,Male,is-not-biased,80,llama4:scout,
146,1449,CNN,25,Female,is-not-biased,90,llama4:scout,
246,1575,FOX,29,Male,is-not-biased,80,llama4:scout,
161,125,CNN,35,Female,is-not-biased,80,llama4:scout,
283,1450,FOX,31,Female,is-biased,80,llama4:scout,
242,1576,FOX,40,Female,is-not-biased,80,llama4:scout,
175,1072,FOX,53,Male,is-not-biased,80,llama4:scout,
104,90,BBC,32,Male,is-biased,70,llama4:scout,
289,1073,FOX,42,Male,is-not-biased,80,llama4:scout,
146,126,CNN,52,Male,is-not-biased,80,llama4:scout,
204,1451,FOX,32,Male,is-biased,70,llama4:scout,
79,1577,BBC,25,Male,is-not-biased,100,llama4:scout,
237,83,FOX,25,Female,is-not-biased,80,llama4:scout,
211,127,FOX,23,Male,is-biased,70,llama4:scout,
148,1074,CNN,57,Female,is-not-biased,100,llama4:scout,
197,128,FOX,22,Male,is-biased,70,llama4:scout,
267,1578,FOX,33,Male,is-not-biased,100,llama4:scout,
166,59,CNN,30,Male,is-biased,60,llama4:scout,
143,1452,CNN,49,Male,is-biased,70,llama4:scout,
95,1075,BBC,49,Female,is-not-biased,80,llama4:scout,
34,1579,BBC,40,Female,is-not-biased,80,llama4:scout,
86,65,BBC,37,Male,is-not-biased,90,llama4:scout,
20,1453,BBC,45,Male,is-biased,60,llama4:scout,
5,134,BBC,27,Male,is-not-biased,80,llama4:scout,
147,1076,CNN,47,Female,is-not-biased,80,llama4:scout,
77,1454,BBC,31,Male,is-not-biased,100,llama4:scout,
200,1580,FOX,29,Female,is-not-biased,80,llama4:scout,
94,71,BBC,28,Female,is-not-biased,80,llama4:scout,
123,129,CNN,45,Male,is-not-biased,80,llama4:scout,
134,1077,CNN,35,Male,is-biased,60,llama4:scout,
230,1455,FOX,50,Male,is-not-biased,90,llama4:scout,
213,1581,FOX,32,Male,is-not-biased,80,llama4:scout,
136,55,CNN,35,Female,is-not-biased,80,llama4:scout,
181,138,FOX,43,Female,is-not-biased,80,llama4:scout,
201,1078,FOX,30,Male,is-not-biased,80,llama4:scout,
59,1456,BBC,39,Male,is-not-biased,80,llama4:scout,
119,130,CNN,52,Male,is-not-biased,80,llama4:scout,
184,1582,FOX,36,Female,is-not-biased,80,llama4:scout,
116,1079,CNN,30,Female,is-biased,70,llama4:scout,
155,1457,CNN,30,Female,is-not-biased,100,llama4:scout,
123,63,CNN,44,Male,is-not-biased,80,llama4:scout,
69,1583,BBC,58,Female,is-not-biased,80,llama4:scout,
69,131,BBC,53,Female,is-not-biased,80,llama4:scout,
90,1080,BBC,47,Female,is-biased,80,llama4:scout,
214,1584,FOX,56,Male,is-biased,80,llama4:scout,
41,1458,BBC,65,Female,is-not-biased,80,llama4:scout,
251,82,FOX,61,Male,is-not-biased,100,llama4:scout,
178,137,FOX,48,Female,is-not-biased,80,llama4:scout,
250,1459,FOX,43,Male,is-not-biased,80,llama4:scout,
17,1081,BBC,30,Female,is-biased,70,llama4:scout,
76,1585,BBC,25,Female,is-not-biased,90,llama4:scout,
101,68,BBC,53,Male,is-not-biased,80,llama4:scout,
247,132,FOX,48,Female,is-not-biased,80,llama4:scout,
157,1082,CNN,40,Female,is-biased,60,llama4:scout,
87,1460,BBC,30,Male,is-not-biased,80,llama4:scout,
134,57,CNN,27,Male,is-biased,60,llama4:scout,
125,1586,CNN,39,Male,is-biased,70,llama4:scout,
263,139,FOX,43,Female,is-not-biased,80,llama4:scout,
141,1083,CNN,32,Female,is-not-biased,80,llama4:scout,
184,1587,FOX,33,Male,is-not-biased,80,llama4:scout,
130,1461,CNN,32,Male,is-not-biased,80,llama4:scout,
106,60,BBC,26,Female,is-not-biased,80,llama4:scout,
231,1084,FOX,35,Male,is-not-biased,80,llama4:scout,
181,1462,FOX,43,Male,is-not-biased,80,llama4:scout,
221,1588,FOX,21,Female,is-not-biased,80,llama4:scout,
142,133,CNN,28,Female,is-biased,60,llama4:scout,
54,62,BBC,33,Male,is-not-biased,80,llama4:scout,
224,135,FOX,30,Female,is-not-biased,80,llama4:scout,
223,1085,FOX,46,Female,is-not-biased,80,llama4:scout,
157,84,CNN,37,Other,is-biased,60,llama4:scout,
260,1589,FOX,52,Female,is-not-biased,80,llama4:scout,
25,1463,BBC,33,Male,is-biased,70,llama4:scout,
272,136,FOX,60,Female,is-not-biased,80,llama4:scout,
82,1086,BBC,29,Female,is-not-biased,80,llama4:scout,
3,1590,BBC,45,Male,is-not-biased,90,llama4:scout,
20,1464,BBC,62,Female,is-biased,60,llama4:scout,
36,1150,BBC,43,Male,is-not-biased,90,llama4:scout,
157,0,CNN,27,Female,is-biased,60,llama4:scout,
227,835,FOX,25,Female,is-not-biased,80,llama4:scout,
242,205,FOX,34,Male,is-not-biased,80,llama4:scout,
114,961,CNN,25,Female,is-not-biased,90,llama4:scout,
127,1151,CNN,39,Female,is-not-biased,80,llama4:scout,
169,206,CNN,61,Male,is-biased,70,llama4:scout,
109,836,BBC,55,Female,is-not-biased,80,llama4:scout,
112,1843,CNN,32,Male,is-biased,70,llama4:scout,
80,962,BBC,46,Female,is-not-biased,80,llama4:scout,
115,1844,CNN,53,Male,is-not-biased,90,llama4:scout,
95,1152,BBC,31,Female,is-not-biased,80,llama4:scout,
230,1,FOX,39,Female,is-not-biased,100,llama4:scout,
260,837,FOX,39,Male,is-not-biased,80,llama4:scout,
100,207,BBC,41,Male,is-not-biased,80,llama4:scout,
139,963,CNN,67,Female,is-biased,70,llama4:scout,
59,1845,BBC,34,Male,is-not-biased,80,llama4:scout,
284,2,FOX,48,Female,is-biased,80,llama4:scout,
210,1153,FOX,31,Male,is-not-biased,80,llama4:scout,
7,208,BBC,34,Male,is-biased,60,llama4:scout,
72,838,BBC,38,Male,is-not-biased,80,llama4:scout,
44,964,BBC,25,Female,is-biased,80,llama4:scout,
110,1846,CNN,38,Male,is-biased,70,llama4:scout,
135,1154,CNN,66,Female,is-not-biased,90,llama4:scout,
98,3,BBC,38,Female,is-not-biased,80,llama4:scout,
69,209,BBC,56,Male,is-not-biased,80,llama4:scout,
136,839,CNN,45,Male,is-not-biased,80,llama4:scout,
265,1847,FOX,41,Male,is-biased,80,llama4:scout,
171,965,CNN,73,Male,is-biased,70,llama4:scout,
255,4,FOX,39,Male,is-not-biased,80,llama4:scout,
121,1155,CNN,54,Male,is-not-biased,80,llama4:scout,
261,840,FOX,31,Male,is-not-biased,80,llama4:scout,
149,210,CNN,44,Female,is-not-biased,90,llama4:scout,
192,1848,FOX,28,Male,is-not-biased,80,llama4:scout,
93,966,BBC,40,Female,is-not-biased,80,llama4:scout,
262,5,FOX,33,Male,is-not-biased,80,llama4:scout,
29,211,BBC,25,Female,is-biased,80,llama4:scout,
174,841,FOX,34,Male,is-not-biased,80,llama4:scout,
176,1156,FOX,36,Male,is-biased,80,llama4:scout,
193,1849,FOX,62,Male,is-not-biased,80,llama4:scout,
180,6,FOX,30,Female,is-not-biased,80,llama4:scout,
3,967,BBC,27,Female,is-not-biased,90,llama4:scout,
282,212,FOX,52,Male,is-not-biased,80,llama4:scout,
175,842,FOX,37,Male,is-not-biased,80,llama4:scout,
274,1157,FOX,42,Male,is-biased,80,llama4:scout,
140,968,CNN,55,Female,is-biased,70,llama4:scout,
