article_id,index,source,politics,llm_assessment,llm_confidence,llm_model,llm_error
288,1647,FOX,Conservative,is-biased,90,llama3.2:3b,
211,1962,FOX,Independent,is-biased,80,llama3.2:3b,
101,451,BBC,Conservative,is-not-biased,80,llama3.2:3b,
77,892,BBC,Conservative,is-not-biased,80,llama3.2:3b,
126,1648,CNN,Liberal,is-not-biased,90,llama3.2:3b,
59,1963,BBC,Conservative,is-biased,30,llama3.2:3b,
194,893,FOX,Conservative,is-biased,60,llama3.2:3b,
214,1649,FOX,Conservative,is-biased,80,llama3.2:3b,
115,1964,CNN,Liberal,is-biased,30,llama3.2:3b,
56,453,BBC,Liberal,is-not-biased,90,llama3.2:3b,
128,1650,CNN,Liberal,is-not-biased,80,llama3.2:3b,
167,452,CNN,Independent,is-biased,60,llama3.2:3b,
112,1965,CNN,Conservative,is-biased,80,llama3.2:3b,
54,454,BBC,Conservative,is-not-biased,80,llama3.2:3b,
245,894,FOX,Liberal,is-biased,60,llama3.2:3b,
160,895,CNN,Conservative,is-biased,60,llama3.2:3b,
243,1651,FOX,Conservative,is-not-biased,90,llama3.2:3b,
27,1966,BBC,Independent,is-biased,60,llama3.2:3b,
277,455,FOX,Independent,is-not-biased,80,llama3.2:3b,
76,896,BBC,Liberal,is-not-biased,90,llama3.2:3b,
126,1652,CNN,Independent,is-not-biased,90,llama3.2:3b,
13,1967,BBC,Liberal,is-not-biased,90,llama3.2:3b,
179,1338,FOX,Liberal,is-biased,30,llama3.2:3b,
136,519,CNN,Conservative,is-not-biased,80,llama3.2:3b,
73,1658,BBC,Conservative,is-not-biased,80,llama3.2:3b,
111,1968,CNN,Conservative,is-biased,80,llama3.2:3b,
105,1339,BBC,Conservative,is-biased,30,llama3.2:3b,
168,520,CNN,Independent,is-biased,60,llama3.2:3b,
213,1653,FOX,Liberal,is-biased,80,llama3.2:3b,
59,1969,BBC,Liberal,is-not-biased,80,llama3.2:3b,
186,1340,FOX,Conservative,is-not-biased,80,llama3.2:3b,
181,521,FOX,Conservative,is-not-biased,80,llama3.2:3b,
2,1970,BBC,Conservative,is-not-biased,90,llama3.2:3b,
34,1655,BBC,Liberal,is-not-biased,80,llama3.2:3b,
8,522,BBC,Independent,is-not-biased,80,llama3.2:3b,
210,1341,FOX,Independent,is-biased,60,llama3.2:3b,
248,1660,FOX,Conservative,is-biased,60,llama3.2:3b,
116,1971,CNN,Liberal,is-biased,80,llama3.2:3b,
235,1342,FOX,Conservative,is-biased,60,llama3.2:3b,
288,1654,FOX,Liberal,is-biased,80,llama3.2:3b,
111,1972,CNN,Liberal,is-biased,80,llama3.2:3b,
153,523,CNN,Other,is-not-biased,80,llama3.2:3b,
143,524,CNN,Conservative,is-biased,80,llama3.2:3b,
22,1343,BBC,Independent,is-not-biased,90,llama3.2:3b,
126,1659,CNN,Liberal,is-not-biased,90,llama3.2:3b,
115,1973,CNN,Independent,is-biased,30,llama3.2:3b,
157,525,CNN,Liberal,is-biased,60,llama3.2:3b,
140,1344,CNN,Liberal,is-biased,60,llama3.2:3b,
71,1656,BBC,Conservative,is-biased,60,llama3.2:3b,
45,1974,BBC,Independent,is-not-biased,80,llama3.2:3b,
169,1345,CNN,Conservative,is-biased,60,llama3.2:3b,
112,526,CNN,Independent,is-biased,60,llama3.2:3b,
127,1657,CNN,Liberal,is-not-biased,80,llama3.2:3b,
112,1975,CNN,Liberal,is-biased,60,llama3.2:3b,
87,527,BBC,Other,is-not-biased,80,llama3.2:3b,
43,1661,BBC,Liberal,is-not-biased,80,llama3.2:3b,
57,1976,BBC,Independent,is-not-biased,90,llama3.2:3b,
166,1346,CNN,Conservative,is-biased,60,llama3.2:3b,
148,1347,CNN,Conservative,is-not-biased,90,llama3.2:3b,
86,528,BBC,Liberal,is-not-biased,90,llama3.2:3b,
76,1662,BBC,Liberal,is-not-biased,90,llama3.2:3b,
269,1977,FOX,Independent,is-not-biased,90,llama3.2:3b,
181,529,FOX,Independent,is-biased,60,llama3.2:3b,
112,1348,CNN,Liberal,is-biased,60,llama3.2:3b,
128,1663,CNN,Conservative,is-not-biased,80,llama3.2:3b,
259,1978,FOX,Liberal,is-biased,60,llama3.2:3b,
115,530,CNN,Independent,is-biased,30,llama3.2:3b,
175,1664,FOX,Liberal,is-biased,60,llama3.2:3b,
151,1349,CNN,Liberal,is-not-biased,90,llama3.2:3b,
211,1979,FOX,Independent,is-biased,20,llama3.2:3b,
179,531,FOX,Liberal,is-biased,30,llama3.2:3b,
203,1350,FOX,Conservative,is-not-biased,90,llama3.2:3b,
118,1665,CNN,Conservative,is-not-biased,80,llama3.2:3b,
245,1980,FOX,Liberal,is-biased,60,llama3.2:3b,
127,532,CNN,Liberal,is-biased,60,llama3.2:3b,
134,1351,CNN,Conservative,is-biased,60,llama3.2:3b,
15,1666,BBC,Liberal,is-not-biased,90,llama3.2:3b,
114,1981,CNN,Conservative,is-biased,60,llama3.2:3b,
265,533,FOX,Conservative,is-biased,80,llama3.2:3b,
81,1352,BBC,Liberal,is-not-biased,90,llama3.2:3b,
54,1982,BBC,Liberal,is-not-biased,80,llama3.2:3b,
262,534,FOX,Liberal,is-biased,80,llama3.2:3b,
125,1667,CNN,Independent,is-not-biased,80,llama3.2:3b,
11,1353,BBC,Conservative,is-not-biased,80,llama3.2:3b,
288,1668,FOX,Conservative,is-biased,90,llama3.2:3b,
110,1983,CNN,Liberal,is-biased,60,llama3.2:3b,
115,1354,CNN,Liberal,is-biased,30,llama3.2:3b,
149,535,CNN,Liberal,is-not-biased,90,llama3.2:3b,
263,1669,FOX,Liberal,is-biased,80,llama3.2:3b,
19,1984,BBC,Other,is-not-biased,90,llama3.2:3b,
84,536,BBC,Liberal,is-not-biased,80,llama3.2:3b,
95,1355,BBC,Independent,is-not-biased,90,llama3.2:3b,
70,1670,BBC,Independent,is-biased,30,llama3.2:3b,
193,1985,FOX,Conservative,is-biased,60,llama3.2:3b,
89,1356,BBC,Other,is-not-biased,80,llama3.2:3b,
168,537,CNN,Liberal,is-not-biased,80,llama3.2:3b,
286,1671,FOX,Conservative,is-biased,80,llama3.2:3b,
114,1986,CNN,Conservative,is-biased,60,llama3.2:3b,
256,538,FOX,Conservative,is-biased,90,llama3.2:3b,
74,1672,BBC,Liberal,is-biased,20,llama3.2:3b,
10,1357,BBC,Liberal,is-not-biased,90,llama3.2:3b,
268,1987,FOX,Liberal,is-biased,80,llama3.2:3b,
148,539,CNN,Conservative,is-not-biased,90,llama3.2:3b,
119,1673,CNN,Conservative,is-not-biased,80,llama3.2:3b,
20,1358,BBC,Independent,is-not-biased,80,llama3.2:3b,
193,1988,FOX,Independent,is-biased,60,llama3.2:3b,
7,540,BBC,Liberal,is-not-biased,80,llama3.2:3b,
233,1359,FOX,Conservative,is-not-biased,80,llama3.2:3b,
211,1989,FOX,Liberal,is-biased,80,llama3.2:3b,
122,1674,CNN,Conservative,is-not-biased,80,llama3.2:3b,
182,541,FOX,Independent,is-biased,60,llama3.2:3b,
59,1360,BBC,Conservative,is-biased,60,llama3.2:3b,
269,1990,FOX,Independent,is-not-biased,90,llama3.2:3b,
122,1675,CNN,Liberal,is-not-biased,80,llama3.2:3b,
142,542,CNN,Independent,is-biased,60,llama3.2:3b,
78,1361,BBC,Conservative,is-biased,60,llama3.2:3b,
114,1991,CNN,Independent,is-biased,60,llama3.2:3b,
118,1676,CNN,Liberal,is-not-biased,80,llama3.2:3b,
111,543,CNN,Independent,is-biased,60,llama3.2:3b,
87,1362,BBC,Conservative,is-not-biased,80,llama3.2:3b,
262,1677,FOX,Liberal,is-biased,80,llama3.2:3b,
268,1992,FOX,Independent,is-biased,80,llama3.2:3b,
123,544,CNN,Independent,is-biased,60,llama3.2:3b,
157,1363,CNN,Independent,is-biased,60,llama3.2:3b,
62,1993,BBC,Liberal,is-biased,20,llama3.2:3b,
193,545,FOX,Independent,is-biased,60,llama3.2:3b,
66,1678,BBC,Liberal,is-not-biased,80,llama3.2:3b,
192,1679,FOX,Other,is-biased,30,llama3.2:3b,
147,1364,CNN,Liberal,is-biased,60,llama3.2:3b,
42,1994,BBC,Other,is-not-biased,80,llama3.2:3b,
268,546,FOX,Conservative,is-biased,80,llama3.2:3b,
174,1365,FOX,Conservative,is-biased,60,llama3.2:3b,
268,1680,FOX,Liberal,is-biased,80,llama3.2:3b,
58,1995,BBC,Liberal,is-not-biased,80,llama3.2:3b,
116,547,CNN,Liberal,is-biased,80,llama3.2:3b,
110,1681,CNN,Conservative,is-biased,60,llama3.2:3b,
115,1996,CNN,Independent,is-biased,30,llama3.2:3b,
272,548,FOX,Independent,is-not-biased,80,llama3.2:3b,
7,1367,BBC,Conservative,is-not-biased,80,llama3.2:3b,
57,1997,BBC,Other,is-not-biased,90,llama3.2:3b,
278,1682,FOX,Conservative,is-biased,80,llama3.2:3b,
245,1366,FOX,Independent,is-biased,60,llama3.2:3b,
36,549,BBC,Liberal,is-not-biased,90,llama3.2:3b,
128,1368,CNN,Liberal,is-not-biased,80,llama3.2:3b,
51,1683,BBC,Conservative,is-biased,60,llama3.2:3b,
278,1998,FOX,Conservative,is-biased,80,llama3.2:3b,
105,550,BBC,Conservative,is-biased,30,llama3.2:3b,
74,1369,BBC,Independent,is-biased,20,llama3.2:3b,
19,1684,BBC,Independent,is-not-biased,90,llama3.2:3b,
116,1999,CNN,Liberal,is-biased,80,llama3.2:3b,
6,551,BBC,Conservative,is-biased,60,llama3.2:3b,
154,1370,CNN,Liberal,is-biased,60,llama3.2:3b,
192,1685,FOX,Conservative,is-biased,80,llama3.2:3b,
259,2000,FOX,Conservative,is-biased,60,llama3.2:3b,
246,552,FOX,Liberal,is-biased,80,llama3.2:3b,
184,1371,FOX,Conservative,is-not-biased,90,llama3.2:3b,
52,1686,BBC,Independent,is-biased,80,llama3.2:3b,
110,2001,CNN,Conservative,is-biased,60,llama3.2:3b,
94,553,BBC,Conservative,is-biased,30,llama3.2:3b,
145,1372,CNN,Liberal,is-not-biased,80,llama3.2:3b,
110,1687,CNN,Independent,is-biased,60,llama3.2:3b,
265,2002,FOX,Conservative,is-not-biased,80,llama3.2:3b,
120,554,CNN,Independent,is-biased,70,llama3.2:3b,
284,1373,FOX,Conservative,is-biased,80,llama3.2:3b,
114,1688,CNN,Independent,is-not-biased,80,llama3.2:3b,
193,555,FOX,Independent,is-biased,60,llama3.2:3b,
50,2003,BBC,Liberal,is-biased,80,llama3.2:3b,
76,1374,BBC,Liberal,is-not-biased,90,llama3.2:3b,
193,2004,FOX,Other,is-biased,60,llama3.2:3b,
58,1689,BBC,Conservative,is-not-biased,80,llama3.2:3b,
25,556,BBC,Conservative,is-biased,60,llama3.2:3b,
185,1375,FOX,Liberal,is-biased,80,llama3.2:3b,
110,1690,CNN,Liberal,is-biased,60,llama3.2:3b,
215,2005,FOX,Liberal,is-biased,60,llama3.2:3b,
274,557,FOX,Conservative,is-biased,80,llama3.2:3b,
205,1691,FOX,Independent,is-biased,60,llama3.2:3b,
137,1376,CNN,Independent,is-not-biased,90,llama3.2:3b,
276,2006,FOX,Liberal,is-biased,80,llama3.2:3b,
100,558,BBC,Liberal,is-not-biased,80,llama3.2:3b,
152,1377,CNN,Liberal,is-biased,80,llama3.2:3b,
211,1692,FOX,Independent,is-biased,20,llama3.2:3b,
41,2007,BBC,Liberal,is-not-biased,80,llama3.2:3b,
131,559,CNN,Independent,is-biased,60,llama3.2:3b,
157,1378,CNN,Liberal,is-biased,60,llama3.2:3b,
110,1693,CNN,Liberal,is-biased,60,llama3.2:3b,
193,2008,FOX,Liberal,is-biased,60,llama3.2:3b,
196,560,FOX,Conservative,is-biased,80,llama3.2:3b,
267,1379,FOX,Independent,is-biased,60,llama3.2:3b,
114,1694,CNN,Independent,is-biased,60,llama3.2:3b,
155,561,CNN,Independent,is-not-biased,80,llama3.2:3b,
113,2009,CNN,Liberal,is-not-biased,80,llama3.2:3b,
192,1695,FOX,Independent,is-biased,30,llama3.2:3b,
193,2010,FOX,Independent,is-biased,60,llama3.2:3b,
159,1380,CNN,Conservative,is-biased,80,llama3.2:3b,
103,562,BBC,Conservative,is-biased,30,llama3.2:3b,
104,1381,BBC,Independent,is-biased,80,llama3.2:3b,
265,1696,FOX,Liberal,is-biased,80,llama3.2:3b,
48,2011,BBC,Liberal,is-biased,80,llama3.2:3b,
253,563,FOX,Other,is-biased,60,llama3.2:3b,
192,1697,FOX,Liberal,is-biased,80,llama3.2:3b,
212,2012,FOX,Other,is-biased,30,llama3.2:3b,
2,1382,BBC,Independent,is-not-biased,90,llama3.2:3b,
71,564,BBC,Conservative,is-biased,60,llama3.2:3b,
169,1383,CNN,Conservative,is-biased,60,llama3.2:3b,
211,1698,FOX,Independent,is-biased,60,llama3.2:3b,
110,2013,CNN,Liberal,is-biased,60,llama3.2:3b,
169,565,CNN,Conservative,is-biased,60,llama3.2:3b,
268,2014,FOX,Liberal,is-biased,80,llama3.2:3b,
50,1699,BBC,Liberal,is-biased,80,llama3.2:3b,
37,1384,BBC,Liberal,is-not-biased,80,llama3.2:3b,
102,566,BBC,Conservative,is-biased,80,llama3.2:3b,
230,1385,FOX,Independent,is-not-biased,90,llama3.2:3b,
110,1700,CNN,Independent,is-biased,60,llama3.2:3b,
101,567,BBC,Liberal,is-not-biased,80,llama3.2:3b,
265,2015,FOX,Liberal,is-biased,80,llama3.2:3b,
58,1701,BBC,Liberal,is-biased,60,llama3.2:3b,
184,1386,FOX,Conservative,is-not-biased,90,llama3.2:3b,
259,2016,FOX,Independent,is-biased,60,llama3.2:3b,
169,568,CNN,Independent,is-biased,60,llama3.2:3b,
95,1387,BBC,Independent,is-not-biased,90,llama3.2:3b,
112,1702,CNN,Independent,is-biased,60,llama3.2:3b,
212,2017,FOX,Conservative,is-biased,80,llama3.2:3b,
126,569,CNN,Conservative,is-not-biased,80,llama3.2:3b,
193,1703,FOX,Conservative,is-biased,60,llama3.2:3b,
230,1388,FOX,Conservative,is-not-biased,90,llama3.2:3b,
154,570,CNN,Liberal,is-biased,60,llama3.2:3b,
61,2018,BBC,Independent,is-biased,60,llama3.2:3b,
174,1389,FOX,Conservative,is-biased,60,llama3.2:3b,
50,2019,BBC,Independent,is-biased,80,llama3.2:3b,
111,1704,CNN,Liberal,is-biased,80,llama3.2:3b,
36,571,BBC,Conservative,is-not-biased,90,llama3.2:3b,
48,1705,BBC,Liberal,is-biased,80,llama3.2:3b,
278,1390,FOX,Independent,is-biased,60,llama3.2:3b,
238,2020,FOX,Liberal,is-not-biased,80,llama3.2:3b,
121,572,CNN,Liberal,is-not-biased,80,llama3.2:3b,
162,1391,CNN,Liberal,is-not-biased,80,llama3.2:3b,
50,2021,BBC,Independent,is-biased,80,llama3.2:3b,
116,1706,CNN,Independent,is-biased,60,llama3.2:3b,
142,573,CNN,Conservative,is-biased,80,llama3.2:3b,
121,1392,CNN,Conservative,is-not-biased,80,llama3.2:3b,
195,1707,FOX,Liberal,is-biased,80,llama3.2:3b,
52,2022,BBC,Conservative,is-biased,80,llama3.2:3b,
160,574,CNN,Liberal,is-not-biased,80,llama3.2:3b,
67,1393,BBC,Liberal,is-not-biased,80,llama3.2:3b,
59,1708,BBC,Conservative,is-biased,30,llama3.2:3b,
268,2023,FOX,Conservative,is-biased,80,llama3.2:3b,
157,575,CNN,Conservative,is-biased,60,llama3.2:3b,
89,1394,BBC,Liberal,is-not-biased,80,llama3.2:3b,
111,1709,CNN,Other,is-biased,80,llama3.2:3b,
59,2024,BBC,Other,is-not-biased,80,llama3.2:3b,
104,576,BBC,Independent,is-biased,80,llama3.2:3b,
131,1395,CNN,Conservative,is-biased,60,llama3.2:3b,
116,1710,CNN,Liberal,is-biased,80,llama3.2:3b,
114,2025,CNN,Other,is-not-biased,80,llama3.2:3b,
2,1396,BBC,Conservative,is-not-biased,90,llama3.2:3b,
272,577,FOX,Independent,is-not-biased,80,llama3.2:3b,
195,1711,FOX,Liberal,is-biased,80,llama3.2:3b,
61,2026,BBC,Liberal,is-biased,80,llama3.2:3b,
101,578,BBC,Conservative,is-not-biased,80,llama3.2:3b,
41,1397,BBC,default,is-not-biased,80,llama3.2:3b,
193,2027,FOX,Independent,is-biased,60,llama3.2:3b,
50,1712,BBC,Liberal,is-biased,80,llama3.2:3b,
64,579,BBC,Independent,is-biased,60,llama3.2:3b,
211,1398,FOX,Conservative,is-biased,80,llama3.2:3b,
205,1713,FOX,Liberal,is-biased,60,llama3.2:3b,
113,2028,CNN,Liberal,is-not-biased,80,llama3.2:3b,
110,580,CNN,Independent,is-biased,60,llama3.2:3b,
239,1399,FOX,Liberal,is-biased,60,llama3.2:3b,
205,1714,FOX,Liberal,is-biased,30,llama3.2:3b,
60,2029,BBC,Liberal,is-biased,30,llama3.2:3b,
168,581,CNN,Independent,is-not-biased,80,llama3.2:3b,
125,1400,CNN,Conservative,is-not-biased,80,llama3.2:3b,
265,1715,FOX,Liberal,is-biased,80,llama3.2:3b,
52,2030,BBC,Liberal,is-biased,30,llama3.2:3b,
118,582,CNN,Conservative,is-biased,60,llama3.2:3b,
13,109,BBC,Independent,is-not-biased,90,llama3.2:3b,
16,2040,BBC,Liberal,is-not-biased,90,llama3.2:3b,
7,110,BBC,Conservative,is-not-biased,80,llama3.2:3b,
161,125,CNN,Liberal,is-not-biased,80,llama3.2:3b,
116,2031,CNN,Conservative,is-biased,80,llama3.2:3b,
57,2037,BBC,Conservative,is-not-biased,90,llama3.2:3b,
8,584,BBC,Liberal,is-not-biased,80,llama3.2:3b,
211,127,FOX,Conservative,is-biased,80,llama3.2:3b,
160,585,CNN,Other,is-not-biased,80,llama3.2:3b,
167,583,CNN,Liberal,is-biased,60,llama3.2:3b,
245,2045,FOX,Conservative,is-biased,60,llama3.2:3b,
160,111,CNN,Conservative,is-biased,60,llama3.2:3b,
20,586,BBC,Conservative,is-not-biased,80,llama3.2:3b,
211,2054,FOX,Liberal,is-biased,80,llama3.2:3b,
272,136,FOX,Liberal,is-not-biased,80,llama3.2:3b,
111,587,CNN,Liberal,is-biased,80,llama3.2:3b,
114,2041,CNN,Conservative,is-biased,60,llama3.2:3b,
136,100,CNN,Liberal,is-not-biased,80,llama3.2:3b,
138,588,CNN,Conservative,is-biased,60,llama3.2:3b,
16,2032,BBC,Liberal,is-not-biased,90,llama3.2:3b,
208,113,FOX,Independent,is-not-biased,80,llama3.2:3b,
277,589,FOX,Liberal,is-not-biased,80,llama3.2:3b,
192,2050,FOX,Liberal,is-biased,30,llama3.2:3b,
116,115,CNN,Independent,is-biased,60,llama3.2:3b,
16,2043,BBC,Conservative,is-not-biased,90,llama3.2:3b,
69,116,BBC,Liberal,is-biased,60,llama3.2:3b,
125,590,CNN,Independent,is-not-biased,80,llama3.2:3b,
71,591,BBC,Liberal,is-biased,80,llama3.2:3b,
2,104,BBC,Independent,is-not-biased,90,llama3.2:3b,
114,2046,CNN,Liberal,is-biased,60,llama3.2:3b,
150,592,CNN,Independent,is-not-biased,80,llama3.2:3b,
195,2047,FOX,Independent,is-biased,80,llama3.2:3b,
229,95,FOX,Independent,is-biased,60,llama3.2:3b,
211,593,FOX,Conservative,is-biased,80,llama3.2:3b,
110,2042,CNN,Conservative,is-biased,60,llama3.2:3b,
130,114,CNN,Liberal,is-biased,80,llama3.2:3b,
233,594,FOX,Liberal,is-biased,20,llama3.2:3b,
51,2038,BBC,Conservative,is-biased,60,llama3.2:3b,
187,106,FOX,Liberal,is-biased,60,llama3.2:3b,
182,595,FOX,Liberal,is-biased,80,llama3.2:3b,
50,2039,BBC,Independent,is-biased,80,llama3.2:3b,
177,97,FOX,Liberal,is-not-biased,80,llama3.2:3b,
115,2044,CNN,Liberal,is-biased,30,llama3.2:3b,
25,596,BBC,Liberal,is-biased,60,llama3.2:3b,
277,597,FOX,Liberal,is-not-biased,80,llama3.2:3b,
112,2053,CNN,Liberal,is-biased,60,llama3.2:3b,
221,99,FOX,Independent,is-not-biased,80,llama3.2:3b,
192,598,FOX,Liberal,is-biased,30,llama3.2:3b,
159,98,CNN,Conservative,is-biased,80,llama3.2:3b,
211,2033,FOX,Liberal,is-biased,80,llama3.2:3b,
204,92,FOX,Liberal,is-biased,80,llama3.2:3b,
177,599,FOX,Independent,is-biased,60,llama3.2:3b,
76,93,BBC,Liberal,is-not-biased,90,llama3.2:3b,
110,2035,CNN,Liberal,is-biased,60,llama3.2:3b,
281,600,FOX,Liberal,is-biased,60,llama3.2:3b,
111,2034,CNN,Liberal,is-biased,80,llama3.2:3b,
208,94,FOX,Conservative,is-not-biased,80,llama3.2:3b,
50,601,BBC,Liberal,is-biased,80,llama3.2:3b,
12,2048,BBC,Liberal,is-not-biased,80,llama3.2:3b,
228,602,FOX,Liberal,is-biased,80,llama3.2:3b,
246,603,FOX,Liberal,is-biased,80,llama3.2:3b,
114,2052,CNN,Conservative,is-biased,60,llama3.2:3b,
215,2036,FOX,Liberal,is-biased,60,llama3.2:3b,
132,604,CNN,Other,is-not-biased,80,llama3.2:3b,
247,132,FOX,Conservative,is-biased,80,llama3.2:3b,
62,2049,BBC,Liberal,is-not-biased,90,llama3.2:3b,
208,605,FOX,Conservative,is-not-biased,80,llama3.2:3b,
54,2051,BBC,Conservative,is-not-biased,80,llama3.2:3b,
263,139,FOX,Conservative,is-not-biased,80,llama3.2:3b,
22,606,BBC,Conservative,is-not-biased,90,llama3.2:3b,
265,2055,FOX,Liberal,is-biased,80,llama3.2:3b,
29,85,BBC,Liberal,is-biased,30,llama3.2:3b,
152,607,CNN,Liberal,is-biased,80,llama3.2:3b,
193,2056,FOX,Liberal,is-biased,60,llama3.2:3b,
205,608,FOX,Conservative,is-biased,60,llama3.2:3b,
203,86,FOX,Liberal,is-not-biased,90,llama3.2:3b,
181,138,FOX,Liberal,is-biased,80,llama3.2:3b,
111,2057,CNN,Independent,is-biased,60,llama3.2:3b,
180,609,FOX,Conservative,is-not-biased,80,llama3.2:3b,
89,87,BBC,Conservative,is-not-biased,80,llama3.2:3b,
116,2058,CNN,Liberal,is-biased,80,llama3.2:3b,
147,610,CNN,Liberal,is-biased,60,llama3.2:3b,
144,611,CNN,Liberal,is-biased,30,llama3.2:3b,
157,84,CNN,Independent,is-biased,60,llama3.2:3b,
28,2060,BBC,Conservative,is-biased,60,llama3.2:3b,
121,140,CNN,Independent,is-not-biased,80,llama3.2:3b,
98,612,BBC,Conservative,is-biased,30,llama3.2:3b,
215,2061,FOX,Conservative,is-not-biased,90,llama3.2:3b,
245,2059,FOX,Liberal,is-biased,60,llama3.2:3b,
178,137,FOX,Liberal,is-biased,60,llama3.2:3b,
144,613,CNN,Conservative,is-biased,30,llama3.2:3b,
114,2062,CNN,Liberal,is-biased,60,llama3.2:3b,
69,131,BBC,Conservative,is-biased,60,llama3.2:3b,
164,614,CNN,Liberal,is-not-biased,80,llama3.2:3b,
111,2063,CNN,Conservative,is-biased,80,llama3.2:3b,
146,126,CNN,Liberal,is-not-biased,80,llama3.2:3b,
86,615,BBC,Liberal,is-not-biased,90,llama3.2:3b,
259,2064,FOX,Other,is-biased,60,llama3.2:3b,
168,88,CNN,Conservative,is-biased,60,llama3.2:3b,
262,616,FOX,Independent,is-biased,60,llama3.2:3b,
50,2065,BBC,Conservative,is-biased,80,llama3.2:3b,
104,90,BBC,Conservative,is-biased,80,llama3.2:3b,
266,617,FOX,Liberal,is-biased,80,llama3.2:3b,
211,2066,FOX,Liberal,is-biased,80,llama3.2:3b,
197,128,FOX,Liberal,is-biased,80,llama3.2:3b,
128,618,CNN,Independent,is-not-biased,80,llama3.2:3b,
55,2067,BBC,Independent,is-not-biased,90,llama3.2:3b,
123,129,CNN,Conservative,is-biased,60,llama3.2:3b,
148,619,CNN,Conservative,is-not-biased,90,llama3.2:3b,
60,2068,BBC,Independent,is-biased,80,llama3.2:3b,
5,134,BBC,Conservative,is-not-biased,80,llama3.2:3b,
11,620,BBC,Conservative,is-not-biased,80,llama3.2:3b,
112,2069,CNN,Independent,is-biased,60,llama3.2:3b,
224,135,FOX,Liberal,is-biased,80,llama3.2:3b,
150,621,CNN,Liberal,is-not-biased,80,llama3.2:3b,
190,91,FOX,Conservative,is-biased,80,llama3.2:3b,
110,2070,CNN,Independent,is-biased,60,llama3.2:3b,
259,622,FOX,Conservative,is-biased,80,llama3.2:3b,
211,2071,FOX,Independent,is-biased,20,llama3.2:3b,
105,623,BBC,Conservative,is-biased,30,llama3.2:3b,
142,133,CNN,Liberal,is-biased,80,llama3.2:3b,
114,2072,CNN,Liberal,is-biased,60,llama3.2:3b,
119,130,CNN,Liberal,is-not-biased,80,llama3.2:3b,
86,624,BBC,Conservative,is-not-biased,80,llama3.2:3b,
45,2073,BBC,Other,is-not-biased,80,llama3.2:3b,
237,83,FOX,Liberal,is-biased,60,llama3.2:3b,
194,625,FOX,Independent,is-biased,60,llama3.2:3b,
92,112,BBC,Conservative,is-not-biased,90,llama3.2:3b,
116,2074,CNN,Independent,is-biased,60,llama3.2:3b,
48,626,BBC,Liberal,is-biased,80,llama3.2:3b,
201,89,FOX,Conservative,is-biased,60,llama3.2:3b,
114,2075,CNN,Liberal,is-biased,60,llama3.2:3b,
76,627,BBC,Liberal,is-not-biased,90,llama3.2:3b,
193,2076,FOX,Independent,is-biased,60,llama3.2:3b,
95,120,BBC,Liberal,is-not-biased,90,llama3.2:3b,
1,628,BBC,Liberal,is-biased,60,llama3.2:3b,
215,2077,FOX,Liberal,is-biased,60,llama3.2:3b,
69,107,BBC,Independent,is-biased,60,llama3.2:3b,
193,2078,FOX,Independent,is-biased,60,llama3.2:3b,
235,121,FOX,Conservative,is-biased,60,llama3.2:3b,
93,629,BBC,Conservative,is-not-biased,80,llama3.2:3b,
112,630,CNN,Independent,is-biased,60,llama3.2:3b,
259,2079,FOX,Conservative,is-biased,60,llama3.2:3b,
105,631,BBC,Liberal,is-not-biased,80,llama3.2:3b,
156,122,CNN,Conservative,is-not-biased,80,llama3.2:3b,
37,2080,BBC,Liberal,is-not-biased,80,llama3.2:3b,
222,2081,FOX,Independent,is-biased,60,llama3.2:3b,
157,102,CNN,Conservative,is-biased,60,llama3.2:3b,
217,632,FOX,Independent,is-biased,60,llama3.2:3b,
194,633,FOX,Liberal,is-biased,80,llama3.2:3b,
61,2082,BBC,Conservative,is-biased,70,llama3.2:3b,
60,117,BBC,Liberal,is-biased,30,llama3.2:3b,
22,634,BBC,Conservative,is-not-biased,90,llama3.2:3b,
215,2083,FOX,Liberal,is-biased,30,llama3.2:3b,
123,103,CNN,Liberal,is-biased,80,llama3.2:3b,
159,635,CNN,Conservative,is-biased,80,llama3.2:3b,
115,2084,CNN,Independent,is-biased,30,llama3.2:3b,
128,108,CNN,Conservative,is-not-biased,80,llama3.2:3b,
142,636,CNN,Other,is-biased,60,llama3.2:3b,
269,2085,FOX,Liberal,is-not-biased,90,llama3.2:3b,
59,105,BBC,Conservative,is-biased,30,llama3.2:3b,
121,637,CNN,Conservative,is-not-biased,80,llama3.2:3b,
109,638,BBC,Independent,is-biased,60,llama3.2:3b,
278,2086,FOX,Conservative,is-biased,80,llama3.2:3b,
7,123,BBC,Conservative,is-not-biased,80,llama3.2:3b,
113,2087,CNN,Liberal,is-not-biased,80,llama3.2:3b,
277,124,FOX,Independent,is-not-biased,80,llama3.2:3b,
112,2088,CNN,Liberal,is-biased,60,llama3.2:3b,
181,118,FOX,Liberal,is-biased,80,llama3.2:3b,
172,640,CNN,Independent,is-not-biased,80,llama3.2:3b,
106,101,BBC,Liberal,is-not-biased,90,llama3.2:3b,
111,2089,CNN,Liberal,is-biased,80,llama3.2:3b,
150,639,CNN,Independent,is-not-biased,80,llama3.2:3b,
62,2090,BBC,Conservative,is-biased,80,llama3.2:3b,
125,641,CNN,Conservative,is-not-biased,80,llama3.2:3b,
