article_id,index,age,gender,source,politics,llm_assessment,llm_confidence,llm_model,llm_error
150,727,50,Male,CNN,Independent,is-biased,92,gpt-5.4-mini,
80,728,38,Female,BBC,Liberal,is-not-biased,84,gpt-5.4-mini,
224,729,25,Female,FOX,Conservative,is-biased,84,gpt-5.4-mini,
173,730,40,Male,FOX,Independent,is-biased,92,gpt-5.4-mini,
88,731,69,Female,BBC,Liberal,is-not-biased,92,gpt-5.4-mini,
78,732,27,Male,BBC,Liberal,is-not-biased,86,gpt-5.4-mini,
173,733,23,Male,FOX,Liberal,is-biased,92,gpt-5.4-mini,
127,734,47,Female,CNN,Liberal,is-not-biased,92,gpt-5.4-mini,
149,735,24,Female,CNN,Independent,is-not-biased,86,gpt-5.4-mini,
86,736,41,Male,BBC,Conservative,is-not-biased,94,gpt-5.4-mini,
126,737,33,Female,CNN,Liberal,is-not-biased,92,gpt-5.4-mini,
156,738,55,Male,CNN,Conservative,is-not-biased,84,gpt-5.4-mini,
3,739,60,Female,BBC,Liberal,is-not-biased,92,gpt-5.4-mini,
136,740,31,Female,CNN,Liberal,is-not-biased,92,gpt-5.4-mini,
102,741,62,Male,BBC,Liberal,is-not-biased,92,gpt-5.4-mini,
113,742,31,Male,CNN,Conservative,is-not-biased,78,gpt-5.4-mini,
106,743,28,Female,BBC,Conservative,is-not-biased,84,gpt-5.4-mini,
82,744,50,Male,BBC,Independent,is-biased,84,gpt-5.4-mini,
230,745,30,Female,FOX,Conservative,is-not-biased,93,gpt-5.4-mini,
265,746,25,Male,FOX,Conservative,is-biased,86,gpt-5.4-mini,
172,747,30,Female,CNN,Conservative,is-not-biased,92,gpt-5.4-mini,
287,748,51,Male,FOX,Liberal,is-not-biased,84,gpt-5.4-mini,
121,749,62,Female,CNN,Conservative,is-biased,84,gpt-5.4-mini,
161,750,47,Male,CNN,Conservative,is-biased,84,gpt-5.4-mini,
285,751,43,Male,FOX,Independent,is-not-biased,78,gpt-5.4-mini,
241,752,33,Male,FOX,Conservative,is-not-biased,84,gpt-5.4-mini,
287,753,28,Male,FOX,Liberal,is-not-biased,84,gpt-5.4-mini,
248,754,36,Male,FOX,Independent,is-not-biased,78,gpt-5.4-mini,
162,755,69,Female,CNN,Liberal,is-not-biased,84,gpt-5.4-mini,
95,756,27,Female,BBC,Liberal,is-not-biased,84,gpt-5.4-mini,
159,757,54,Male,CNN,Conservative,is-biased,92,gpt-5.4-mini,
152,758,39,Male,CNN,Conservative,is-biased,86,gpt-5.4-mini,
199,759,33,Male,FOX,Independent,is-biased,84,gpt-5.4-mini,
27,760,34,Female,BBC,Liberal,is-not-biased,86,gpt-5.4-mini,
288,761,33,Female,FOX,Liberal,is-biased,92,gpt-5.4-mini,
187,762,34,Female,FOX,Independent,is-not-biased,86,gpt-5.4-mini,
252,763,41,Male,FOX,Independent,is-not-biased,78,gpt-5.4-mini,
274,764,25,Male,FOX,Conservative,is-not-biased,84,gpt-5.4-mini,
159,765,33,Male,CNN,Conservative,is-biased,94,gpt-5.4-mini,
123,766,45,Male,CNN,Conservative,is-not-biased,86,gpt-5.4-mini,
150,767,44,Female,CNN,Conservative,is-biased,86,gpt-5.4-mini,
248,768,40,Female,FOX,Independent,is-biased,84,gpt-5.4-mini,
113,769,38,Male,CNN,Conservative,is-not-biased,84,gpt-5.4-mini,
142,770,25,Male,CNN,Conservative,is-not-biased,84,gpt-5.4-mini,
157,771,33,Male,CNN,Conservative,is-biased,86,gpt-5.4-mini,
29,772,47,Female,BBC,Independent,is-not-biased,92,gpt-5.4-mini,
7,773,32,Male,BBC,Conservative,is-not-biased,84,gpt-5.4-mini,
170,774,42,Male,CNN,Conservative,is-not-biased,93,gpt-5.4-mini,
21,775,37,Female,BBC,Liberal,is-not-biased,92,gpt-5.4-mini,
90,776,56,Male,BBC,Liberal,is-biased,86,gpt-5.4-mini,
156,777,57,Male,CNN,Liberal,is-not-biased,92,gpt-5.4-mini,
76,778,54,Male,BBC,Liberal,is-not-biased,92,gpt-5.4-mini,
66,779,28,Male,BBC,Liberal,is-not-biased,84,gpt-5.4-mini,
194,780,30,Male,FOX,Independent,is-not-biased,93,gpt-5.4-mini,
119,781,27,Male,CNN,Liberal,is-not-biased,86,gpt-5.4-mini,
80,782,40,Female,BBC,Liberal,is-not-biased,84,gpt-5.4-mini,
157,783,56,Female,CNN,Liberal,is-biased,84,gpt-5.4-mini,
230,784,40,Female,FOX,Conservative,is-not-biased,92,gpt-5.4-mini,
105,785,37,Female,BBC,Conservative,is-not-biased,84,gpt-5.4-mini,
172,786,28,Female,CNN,Independent,is-not-biased,94,gpt-5.4-mini,
134,787,25,Female,CNN,Independent,is-not-biased,84,gpt-5.4-mini,
168,788,30,Female,CNN,Conservative,is-biased,84,gpt-5.4-mini,
118,789,49,Male,CNN,Liberal,is-not-biased,86,gpt-5.4-mini,
182,790,48,Female,FOX,Conservative,is-biased,86,gpt-5.4-mini,
63,791,25,Female,BBC,Liberal,is-not-biased,92,gpt-5.4-mini,
122,792,37,Female,CNN,Conservative,is-not-biased,84,gpt-5.4-mini,
22,793,40,Female,BBC,Other,is-not-biased,94,gpt-5.4-mini,
230,794,51,Female,FOX,Independent,is-not-biased,92,gpt-5.4-mini,
253,795,44,Female,FOX,Conservative,is-biased,92,gpt-5.4-mini,
156,796,25,Female,CNN,Conservative,is-not-biased,86,gpt-5.4-mini,
233,797,25,Male,FOX,Liberal,is-not-biased,84,gpt-5.4-mini,
86,798,47,Female,BBC,Liberal,is-not-biased,94,gpt-5.4-mini,
216,799,20,Male,FOX,Independent,is-not-biased,86,gpt-5.4-mini,
85,800,39,Male,BBC,Conservative,is-not-biased,98,gpt-5.4-mini,
226,801,27,Female,FOX,Conservative,is-not-biased,86,gpt-5.4-mini,
19,802,42,Male,BBC,Conservative,is-not-biased,94,gpt-5.4-mini,
185,803,29,Male,FOX,Conservative,is-biased,84,gpt-5.4-mini,
133,804,40,Male,CNN,Independent,is-biased,84,gpt-5.4-mini,
247,805,22,Male,FOX,Conservative,is-biased,84,gpt-5.4-mini,
133,806,38,Female,CNN,Liberal,is-not-biased,84,gpt-5.4-mini,
276,807,34,Female,FOX,Liberal,is-not-biased,84,gpt-5.4-mini,
100,808,35,Female,BBC,Independent,is-not-biased,89,gpt-5.4-mini,
116,809,57,Male,CNN,Liberal,is-not-biased,86,gpt-5.4-mini,
123,810,23,Male,CNN,Independent,is-not-biased,86,gpt-5.4-mini,
188,811,39,Female,FOX,Independent,is-biased,96,gpt-5.4-mini,
90,812,53,Male,BBC,Liberal,is-biased,84,gpt-5.4-mini,
267,813,75,Female,FOX,Conservative,is-not-biased,96,gpt-5.4-mini,
82,814,40,Female,BBC,Liberal,is-biased,84,gpt-5.4-mini,
7,815,35,Male,BBC,Independent,is-not-biased,86,gpt-5.4-mini,
103,816,25,Female,BBC,Conservative,is-not-biased,92,gpt-5.4-mini,
3,817,48,Female,BBC,Liberal,is-not-biased,92,gpt-5.4-mini,
101,818,43,Male,BBC,Conservative,is-not-biased,92,gpt-5.4-mini,
112,819,33,Male,CNN,Conservative,is-not-biased,84,gpt-5.4-mini,
150,820,31,Female,CNN,Liberal,is-not-biased,84,gpt-5.4-mini,
152,821,27,Male,CNN,Liberal,is-biased,92,gpt-5.4-mini,
265,822,41,Female,FOX,Conservative,is-biased,86,gpt-5.4-mini,
159,823,30,Male,CNN,Independent,is-biased,92,gpt-5.4-mini,
184,824,25,Female,FOX,Conservative,is-not-biased,84,gpt-5.4-mini,
100,825,59,Female,BBC,Liberal,is-not-biased,92,gpt-5.4-mini,
7,826,26,Male,BBC,Liberal,is-not-biased,86,gpt-5.4-mini,
145,827,41,Female,CNN,Conservative,is-biased,84,gpt-5.4-mini,
191,828,42,Female,FOX,Conservative,is-not-biased,86,gpt-5.4-mini,
76,829,35,Male,BBC,Conservative,is-not-biased,84,gpt-5.4-mini,
254,830,32,Female,FOX,Liberal,is-biased,84,gpt-5.4-mini,
90,831,52,Female,BBC,Liberal,is-biased,84,gpt-5.4-mini,
105,832,28,Male,BBC,Conservative,is-not-biased,84,gpt-5.4-mini,
286,833,39,Female,FOX,Independent,is-not-biased,92,gpt-5.4-mini,
180,834,27,Male,FOX,Liberal,is-not-biased,84,gpt-5.4-mini,
227,835,25,Female,FOX,Conservative,is-not-biased,86,gpt-5.4-mini,
109,836,55,Female,BBC,Conservative,is-not-biased,92,gpt-5.4-mini,
260,837,39,Male,FOX,Independent,is-biased,84,gpt-5.4-mini,
72,838,38,Male,BBC,Liberal,is-not-biased,84,gpt-5.4-mini,
136,839,45,Male,CNN,Liberal,is-not-biased,92,gpt-5.4-mini,
261,840,31,Male,FOX,Liberal,is-not-biased,78,gpt-5.4-mini,
174,841,34,Male,FOX,Conservative,is-not-biased,86,gpt-5.4-mini,
175,842,37,Male,FOX,Independent,is-biased,84,gpt-5.4-mini,
33,843,30,Female,BBC,Liberal,is-not-biased,94,gpt-5.4-mini,
94,844,35,Male,BBC,Conservative,is-not-biased,92,gpt-5.4-mini,
152,845,48,Female,CNN,Liberal,is-biased,92,gpt-5.4-mini,
146,846,24,Female,CNN,Liberal,is-not-biased,94,gpt-5.4-mini,
160,847,59,Male,CNN,Conservative,is-not-biased,78,gpt-5.4-mini,
157,848,35,Female,CNN,Liberal,is-biased,84,gpt-5.4-mini,
277,849,19,Female,FOX,Conservative,is-not-biased,96,gpt-5.4-mini,
105,850,53,Female,BBC,Conservative,is-not-biased,84,gpt-5.4-mini,
125,851,54,Female,CNN,Conservative,is-not-biased,84,gpt-5.4-mini,
51,852,19,Female,BBC,Independent,is-biased,84,gpt-5.4-mini,
141,853,37,Male,CNN,Independent,is-not-biased,84,gpt-5.4-mini,
244,854,40,Female,FOX,Liberal,is-not-biased,84,gpt-5.4-mini,
242,855,48,Female,FOX,Other,is-not-biased,86,gpt-5.4-mini,
25,856,25,Female,BBC,Liberal,is-not-biased,86,gpt-5.4-mini,
6,857,24,Female,BBC,Conservative,is-not-biased,89,gpt-5.4-mini,
152,858,45,Female,CNN,Independent,is-biased,86,gpt-5.4-mini,
106,859,47,Female,BBC,Conservative,is-not-biased,84,gpt-5.4-mini,
227,860,33,Male,FOX,Liberal,is-not-biased,86,gpt-5.4-mini,
262,861,48,Male,FOX,Liberal,is-biased,78,gpt-5.4-mini,
141,862,45,Male,CNN,Conservative,is-biased,86,gpt-5.4-mini,
10,863,53,Male,BBC,Independent,is-not-biased,94,gpt-5.4-mini,
266,864,22,Male,FOX,Liberal,is-not-biased,84,gpt-5.4-mini,
242,865,65,Female,FOX,Conservative,is-not-biased,86,gpt-5.4-mini,
1,866,31,Male,BBC,Liberal,is-not-biased,86,gpt-5.4-mini,
33,867,38,Female,BBC,Liberal,is-not-biased,94,gpt-5.4-mini,
220,868,63,Female,FOX,Conservative,is-not-biased,95,gpt-5.4-mini,
127,869,50,Female,CNN,Liberal,is-not-biased,86,gpt-5.4-mini,
169,870,66,Female,CNN,Liberal,is-not-biased,84,gpt-5.4-mini,
14,871,42,Female,BBC,Conservative,is-not-biased,84,gpt-5.4-mini,
276,872,53,Male,FOX,Conservative,is-not-biased,84,gpt-5.4-mini,
145,873,59,Male,CNN,Liberal,is-biased,84,gpt-5.4-mini,
136,874,34,Male,CNN,Independent,is-not-biased,92,gpt-5.4-mini,
110,875,30,Female,CNN,Conservative,is-biased,86,gpt-5.4-mini,
194,876,50,Male,FOX,Liberal,is-not-biased,96,gpt-5.4-mini,
231,877,30,Male,FOX,Conservative,is-not-biased,92,gpt-5.4-mini,
127,878,35,Female,CNN,Independent,is-not-biased,92,gpt-5.4-mini,
146,879,48,Female,CNN,Independent,is-not-biased,92,gpt-5.4-mini,
161,880,56,Female,CNN,Independent,is-not-biased,84,gpt-5.4-mini,
274,881,36,Male,FOX,Conservative,is-not-biased,78,gpt-5.4-mini,
152,882,64,Male,CNN,Liberal,is-biased,92,gpt-5.4-mini,
88,883,25,Male,BBC,Conservative,is-not-biased,92,gpt-5.4-mini,
39,884,38,Female,BBC,Conservative,is-not-biased,84,gpt-5.4-mini,
211,885,35,Female,FOX,Liberal,is-not-biased,86,gpt-5.4-mini,
257,886,53,Male,FOX,Independent,is-not-biased,93,gpt-5.4-mini,
213,887,26,Male,FOX,Liberal,is-biased,84,gpt-5.4-mini,
101,888,46,Male,BBC,Liberal,is-not-biased,93,gpt-5.4-mini,
154,889,25,Male,CNN,Independent,is-not-biased,86,gpt-5.4-mini,
88,890,55,Female,BBC,Conservative,is-not-biased,92,gpt-5.4-mini,
262,891,48,Male,FOX,Liberal,is-biased,78,gpt-5.4-mini,
77,892,33,Female,BBC,Conservative,is-not-biased,94,gpt-5.4-mini,
194,893,48,Female,FOX,Conservative,is-not-biased,93,gpt-5.4-mini,
245,894,49,Female,FOX,Liberal,is-biased,92,gpt-5.4-mini,
160,895,48,Female,CNN,Conservative,is-not-biased,84,gpt-5.4-mini,
76,896,33,Female,BBC,Liberal,is-not-biased,92,gpt-5.4-mini,
206,897,37,Female,FOX,Independent,is-not-biased,92,gpt-5.4-mini,
165,898,40,Male,CNN,Liberal,is-not-biased,84,gpt-5.4-mini,
284,899,45,Male,FOX,Conservative,is-biased,96,gpt-5.4-mini,
172,900,51,Female,CNN,Conservative,is-not-biased,93,gpt-5.4-mini,
110,901,50,Male,CNN,Liberal,is-biased,84,gpt-5.4-mini,
132,902,25,Female,CNN,Conservative,is-biased,84,gpt-5.4-mini,
192,903,48,Female,FOX,Conservative,is-not-biased,84,gpt-5.4-mini,
263,904,33,Female,FOX,Conservative,is-not-biased,84,gpt-5.4-mini,
233,905,30,Male,FOX,Conservative,is-not-biased,84,gpt-5.4-mini,
280,906,44,Male,FOX,Liberal,is-not-biased,78,gpt-5.4-mini,
238,907,28,Male,FOX,Liberal,is-not-biased,92,gpt-5.4-mini,
203,908,46,Female,FOX,Other,is-not-biased,96,gpt-5.4-mini,
158,909,61,Female,CNN,Conservative,is-not-biased,92,gpt-5.4-mini,
33,910,36,Female,BBC,Liberal,is-not-biased,94,gpt-5.4-mini,
122,911,27,Female,CNN,Liberal,is-not-biased,84,gpt-5.4-mini,
120,912,31,Female,CNN,Liberal,is-biased,84,gpt-5.4-mini,
133,913,36,Male,CNN,Liberal,is-not-biased,84,gpt-5.4-mini,
233,914,28,Male,FOX,Conservative,is-not-biased,84,gpt-5.4-mini,
38,915,32,Male,BBC,Conservative,is-not-biased,86,gpt-5.4-mini,
163,916,30,Female,CNN,Independent,is-not-biased,92,gpt-5.4-mini,
111,917,23,Female,CNN,Liberal,is-biased,92,gpt-5.4-mini,
15,918,27,Male,BBC,Conservative,is-not-biased,92,gpt-5.4-mini,
46,919,36,Male,BBC,Conservative,is-biased,84,gpt-5.4-mini,
150,920,36,Male,CNN,Liberal,is-not-biased,84,gpt-5.4-mini,
280,921,44,Female,FOX,Independent,is-not-biased,84,gpt-5.4-mini,
22,922,49,Male,BBC,Liberal,is-not-biased,94,gpt-5.4-mini,
72,923,36,Male,BBC,Conservative,is-not-biased,84,gpt-5.4-mini,
109,924,57,Female,BBC,Liberal,is-not-biased,92,gpt-5.4-mini,
204,925,27,Male,FOX,Liberal,is-biased,84,gpt-5.4-mini,
98,926,25,Female,BBC,Independent,is-not-biased,92,gpt-5.4-mini,
33,927,59,Male,BBC,Independent,is-not-biased,94,gpt-5.4-mini,
59,928,31,Male,BBC,Liberal,is-not-biased,84,gpt-5.4-mini,
147,929,35,Male,CNN,Independent,is-not-biased,92,gpt-5.4-mini,
176,930,33,Male,FOX,Conservative,is-not-biased,84,gpt-5.4-mini,
279,931,21,Male,FOX,Independent,is-not-biased,78,gpt-5.4-mini,
230,932,21,Female,FOX,Conservative,is-not-biased,92,gpt-5.4-mini,
40,933,55,Female,BBC,Independent,is-not-biased,84,gpt-5.4-mini,
41,934,37,Male,BBC,Liberal,is-not-biased,86,gpt-5.4-mini,
166,935,35,Male,CNN,Liberal,is-not-biased,92,gpt-5.4-mini,
90,936,46,Male,BBC,Conservative,is-biased,86,gpt-5.4-mini,
60,937,45,Male,BBC,Independent,is-not-biased,92,gpt-5.4-mini,
168,938,25,Female,CNN,Independent,is-not-biased,78,gpt-5.4-mini,
60,939,36,Female,BBC,Liberal,is-not-biased,92,gpt-5.4-mini,
114,940,23,Male,CNN,Conservative,is-biased,78,gpt-5.4-mini,
142,941,51,Male,CNN,Liberal,is-not-biased,84,gpt-5.4-mini,
234,942,38,Male,FOX,Liberal,is-not-biased,86,gpt-5.4-mini,
214,943,43,Male,FOX,Independent,is-biased,96,gpt-5.4-mini,
166,944,50,Male,CNN,Liberal,is-not-biased,86,gpt-5.4-mini,
253,945,38,Male,FOX,Conservative,is-biased,86,gpt-5.4-mini,
158,946,40,Male,CNN,Conservative,is-not-biased,86,gpt-5.4-mini,
71,947,45,Male,BBC,Conservative,is-not-biased,78,gpt-5.4-mini,
49,948,25,Male,BBC,Liberal,is-not-biased,86,gpt-5.4-mini,
63,949,34,Male,BBC,Liberal,is-not-biased,94,gpt-5.4-mini,
142,950,23,Female,CNN,Liberal,is-not-biased,84,gpt-5.4-mini,
88,951,32,Male,BBC,Conservative,is-not-biased,91,gpt-5.4-mini,
133,952,55,Male,CNN,Conservative,is-biased,84,gpt-5.4-mini,
105,953,31,Male,BBC,Liberal,is-not-biased,86,gpt-5.4-mini,
60,954,33,Male,BBC,Independent,is-not-biased,92,gpt-5.4-mini,
118,955,31,Female,CNN,Conservative,is-not-biased,84,gpt-5.4-mini,
233,956,27,Male,FOX,Liberal,is-not-biased,84,gpt-5.4-mini,
76,957,28,Female,BBC,Independent,is-not-biased,89,gpt-5.4-mini,
105,958,25,Female,BBC,Liberal,is-not-biased,89,gpt-5.4-mini,
162,959,47,Male,CNN,Conservative,is-not-biased,84,gpt-5.4-mini,
274,960,33,Female,FOX,Conservative,is-not-biased,84,gpt-5.4-mini,
114,961,25,Female,CNN,Liberal,is-not-biased,86,gpt-5.4-mini,
80,962,46,Female,BBC,Liberal,is-biased,84,gpt-5.4-mini,
139,963,67,Female,CNN,Conservative,is-biased,92,gpt-5.4-mini,
44,964,25,Female,BBC,Conservative,is-not-biased,84,gpt-5.4-mini,
171,965,73,Male,CNN,Liberal,is-not-biased,86,gpt-5.4-mini,
93,966,40,Female,BBC,Liberal,is-not-biased,92,gpt-5.4-mini,
3,967,27,Female,BBC,Conservative,is-not-biased,92,gpt-5.4-mini,
140,968,55,Female,CNN,Independent,is-not-biased,84,gpt-5.4-mini,
71,969,52,Female,BBC,Conservative,is-not-biased,78,gpt-5.4-mini,
2,970,55,Male,BBC,Conservative,is-not-biased,96,gpt-5.4-mini,
146,971,27,Female,CNN,Conservative,is-not-biased,92,gpt-5.4-mini,
24,972,58,Male,BBC,Conservative,is-not-biased,98,gpt-5.4-mini,
100,973,64,Male,BBC,Liberal,is-not-biased,86,gpt-5.4-mini,
11,974,49,Female,BBC,Other,is-not-biased,86,gpt-5.4-mini,
240,975,58,Female,FOX,Liberal,is-not-biased,86,gpt-5.4-mini,
45,976,26,Female,BBC,Liberal,is-not-biased,86,gpt-5.4-mini,
227,977,27,Male,FOX,Conservative,is-not-biased,86,gpt-5.4-mini,
80,978,64,Female,BBC,Liberal,is-not-biased,84,gpt-5.4-mini,
21,979,74,Female,BBC,Conservative,is-not-biased,86,gpt-5.4-mini,
265,980,26,Male,FOX,Conservative,is-biased,86,gpt-5.4-mini,
96,981,33,Male,BBC,Other,is-not-biased,86,gpt-5.4-mini,
209,982,41,Male,FOX,Conservative,is-not-biased,84,gpt-5.4-mini,
87,983,48,Male,BBC,Conservative,is-not-biased,84,gpt-5.4-mini,
192,984,33,Female,FOX,Independent,is-not-biased,84,gpt-5.4-mini,
253,985,30,Male,FOX,Liberal,is-biased,92,gpt-5.4-mini,
115,986,49,Female,CNN,Conservative,is-not-biased,92,gpt-5.4-mini,
82,987,64,Male,BBC,Conservative,is-biased,84,gpt-5.4-mini,
277,988,37,Female,FOX,Liberal,is-not-biased,93,gpt-5.4-mini,
94,989,48,Female,BBC,Conservative,is-not-biased,92,gpt-5.4-mini,
203,990,48,Male,FOX,Independent,is-not-biased,96,gpt-5.4-mini,
5,991,47,Male,BBC,Conservative,is-not-biased,89,gpt-5.4-mini,
263,992,25,Male,FOX,Independent,is-not-biased,84,gpt-5.4-mini,
271,993,48,Female,FOX,Liberal,is-not-biased,92,gpt-5.4-mini,
172,994,25,Male,CNN,Conservative,is-not-biased,92,gpt-5.4-mini,
259,995,28,Female,FOX,Conservative,is-biased,92,gpt-5.4-mini,
116,996,49,Male,CNN,Independent,is-not-biased,86,gpt-5.4-mini,
131,997,49,Female,CNN,Liberal,is-not-biased,84,gpt-5.4-mini,
33,998,52,Male,BBC,Conservative,is-not-biased,92,gpt-5.4-mini,
262,999,48,Female,FOX,Conservative,is-not-biased,84,gpt-5.4-mini,
157,1000,29,Male,CNN,Conservative,is-biased,86,gpt-5.4-mini,
141,1001,28,Male,CNN,Conservative,is-biased,92,gpt-5.4-mini,
136,1002,45,Female,CNN,Liberal,is-not-biased,92,gpt-5.4-mini,
105,1003,42,Male,BBC,Conservative,is-not-biased,84,gpt-5.4-mini,
137,1004,26,Male,CNN,Independent,is-not-biased,89,gpt-5.4-mini,
169,1005,36,Female,CNN,Liberal,is-not-biased,84,gpt-5.4-mini,
0,1006,59,Male,BBC,Liberal,is-not-biased,92,gpt-5.4-mini,
266,1007,38,Female,FOX,Conservative,is-not-biased,86,gpt-5.4-mini,
95,1008,44,Female,BBC,Liberal,is-not-biased,86,gpt-5.4-mini,
112,1009,36,Female,CNN,Liberal,is-not-biased,84,gpt-5.4-mini,
16,1010,31,Male,BBC,Liberal,is-not-biased,92,gpt-5.4-mini,
94,1011,45,Female,BBC,Independent,is-not-biased,92,gpt-5.4-mini,
101,1012,25,Male,BBC,Conservative,is-not-biased,92,gpt-5.4-mini,
38,1013,30,Male,BBC,Liberal,is-not-biased,92,gpt-5.4-mini,
187,1014,52,Male,FOX,Independent,is-not-biased,86,gpt-5.4-mini,
215,1015,55,Male,FOX,Liberal,is-not-biased,84,gpt-5.4-mini,
262,1016,33,Female,FOX,Conservative,is-not-biased,84,gpt-5.4-mini,
230,1017,43,Male,FOX,Conservative,is-not-biased,92,gpt-5.4-mini,
111,1018,42,Male,CNN,Conservative,is-biased,84,gpt-5.4-mini,
108,1019,42,Male,BBC,Liberal,is-not-biased,86,gpt-5.4-mini,
205,1020,34,Female,FOX,Other,is-not-biased,92,gpt-5.4-mini,
167,1021,44,Male,CNN,Conservative,is-not-biased,84,gpt-5.4-mini,
122,1022,35,Female,CNN,Liberal,is-not-biased,84,gpt-5.4-mini,
195,1023,29,Male,FOX,Liberal,is-not-biased,84,gpt-5.4-mini,
151,1024,48,Female,CNN,Liberal,is-not-biased,95,gpt-5.4-mini,
9,1025,28,Female,BBC,Conservative,is-biased,84,gpt-5.4-mini,
281,1026,37,Male,FOX,Liberal,is-not-biased,92,gpt-5.4-mini,
161,1027,35,Female,CNN,Conservative,is-biased,84,gpt-5.4-mini,
86,1028,22,Female,BBC,Liberal,is-not-biased,96,gpt-5.4-mini,
77,1029,31,Male,BBC,Liberal,is-not-biased,94,gpt-5.4-mini,
237,1030,41,Female,FOX,Liberal,is-biased,86,gpt-5.4-mini,
205,1031,44,Male,FOX,Liberal,is-not-biased,86,gpt-5.4-mini,
275,1032,29,Male,FOX,Conservative,is-biased,92,gpt-5.4-mini,
162,1033,34,Male,CNN,Liberal,is-not-biased,84,gpt-5.4-mini,
145,1034,33,Male,CNN,Liberal,is-biased,84,gpt-5.4-mini,
132,1035,32,Female,CNN,Other,is-not-biased,78,gpt-5.4-mini,
101,1036,34,Male,BBC,Independent,is-not-biased,92,gpt-5.4-mini,
159,1037,25,Male,CNN,Independent,is-biased,92,gpt-5.4-mini,
244,1038,61,Female,FOX,Liberal,is-not-biased,84,gpt-5.4-mini,
119,1039,30,Male,CNN,Conservative,is-not-biased,84,gpt-5.4-mini,
79,1040,30,Male,BBC,Liberal,is-not-biased,96,gpt-5.4-mini,
115,1041,31,Male,CNN,Liberal,is-not-biased,92,gpt-5.4-mini,
22,1042,31,Male,BBC,Independent,is-not-biased,92,gpt-5.4-mini,
157,1043,31,Male,CNN,Liberal,is-biased,84,gpt-5.4-mini,
180,1044,50,Male,FOX,Independent,is-not-biased,86,gpt-5.4-mini,
122,1045,51,Female,CNN,Liberal,is-not-biased,84,gpt-5.4-mini,
258,1046,36,Female,FOX,Liberal,is-not-biased,86,gpt-5.4-mini,
143,1047,27,Male,CNN,Liberal,is-biased,86,gpt-5.4-mini,
265,1048,32,Male,FOX,Liberal,is-biased,84,gpt-5.4-mini,
151,1049,26,Female,CNN,Liberal,is-not-biased,94,gpt-5.4-mini,
204,1050,30,Male,FOX,Conservative,is-not-biased,78,gpt-5.4-mini,
153,1051,21,Female,CNN,Liberal,is-not-biased,84,gpt-5.4-mini,
277,1052,35,Female,FOX,Liberal,is-not-biased,95,gpt-5.4-mini,
92,1053,23,Female,BBC,Conservative,is-not-biased,92,gpt-5.4-mini,
22,1054,50,Female,BBC,Independent,is-not-biased,92,gpt-5.4-mini,
142,1055,34,Female,CNN,Conservative,is-not-biased,84,gpt-5.4-mini,
208,1056,27,Female,FOX,Conservative,is-not-biased,86,gpt-5.4-mini,
262,1057,23,Female,FOX,Liberal,is-not-biased,84,gpt-5.4-mini,
59,1058,32,Male,BBC,Conservative,is-not-biased,84,gpt-5.4-mini,
110,1059,30,Male,CNN,Independent,is-biased,84,gpt-5.4-mini,
210,1060,69,Female,FOX,Conservative,is-not-biased,84,gpt-5.4-mini,
147,1061,42,Male,CNN,Independent,is-not-biased,86,gpt-5.4-mini,
237,1062,58,Male,FOX,Conservative,is-biased,86,gpt-5.4-mini,
152,1063,67,Female,CNN,Liberal,is-biased,92,gpt-5.4-mini,
22,1064,28,Male,BBC,Conservative,is-not-biased,92,gpt-5.4-mini,
40,1065,41,Female,BBC,Independent,is-not-biased,84,gpt-5.4-mini,
60,1066,62,Female,BBC,Liberal,is-not-biased,92,gpt-5.4-mini,
229,1067,56,Female,FOX,Independent,is-biased,84,gpt-5.4-mini,
230,1068,47,Female,FOX,Conservative,is-not-biased,92,gpt-5.4-mini,
86,1069,24,Male,BBC,Conservative,is-not-biased,92,gpt-5.4-mini,
210,1070,39,Male,FOX,Independent,is-not-biased,84,gpt-5.4-mini,
40,1071,59,Male,BBC,Conservative,is-not-biased,84,gpt-5.4-mini,
175,1072,53,Male,FOX,Liberal,is-biased,84,gpt-5.4-mini,
289,1073,42,Male,FOX,Conservative,is-not-biased,94,gpt-5.4-mini,
148,1074,57,Female,CNN,Liberal,is-not-biased,98,gpt-5.4-mini,
95,1075,49,Female,BBC,Other,is-not-biased,84,gpt-5.4-mini,
147,1076,47,Female,CNN,Conservative,is-not-biased,92,gpt-5.4-mini,
134,1077,35,Male,CNN,Conservative,is-not-biased,84,gpt-5.4-mini,
201,1078,30,Male,FOX,Liberal,is-not-biased,86,gpt-5.4-mini,
116,1079,30,Female,CNN,Conservative,is-not-biased,86,gpt-5.4-mini,
90,1080,47,Female,BBC,Independent,is-biased,84,gpt-5.4-mini,
17,1081,30,Female,BBC,Liberal,is-not-biased,92,gpt-5.4-mini,
157,1082,40,Female,CNN,Liberal,is-not-biased,84,gpt-5.4-mini,
141,1083,32,Female,CNN,Conservative,is-biased,86,gpt-5.4-mini,
231,1084,35,Male,FOX,Liberal,is-not-biased,86,gpt-5.4-mini,
223,1085,46,Female,FOX,Other,is-not-biased,86,gpt-5.4-mini,
82,1086,29,Female,BBC,Liberal,is-biased,84,gpt-5.4-mini,
106,1087,32,Male,BBC,Liberal,is-not-biased,92,gpt-5.4-mini,
263,1088,36,Male,FOX,Liberal,is-not-biased,84,gpt-5.4-mini,
